800 36187
33 42 73.617804
99 19 59.854812
12 84 91.008555
68 84 79.033877
72 31 67.984562
49 76 88.842922
64 36 67.521075
80 33 51.592763
60 77 66.526264
93 65 70.928408
59 99 51.332357
89 51 75.957780
53 61 63.457454
79 31 99.092891
32 3 78.720580
69 98 69.692703
84 73 76.775435
99 45 50.969428
58 37 60.782977
48 47 77.656584
5 93 60.765025
94 22 56.450055
65 59 98.382119
3 55 81.176152
55 75 80.725521
34 60 69.908771
75 7 58.818096
59 6 57.344564
11 85 91.419830
89 56 72.737352
99 14 68.709807
19 78 65.037635
5 69 82.592163
43 90 59.718362
19 16 94.071511
6 34 50.576726
33 75 98.561283
7 30 61.592586
20 19 52.169488
56 75 65.087547
31 62 82.520994
30 4 53.501845
85 2 91.045328
13 42 95.978448
74 28 52.594736
81 22 69.765907
17 64 65.671151
75 74 79.370171
44 66 70.735336
58 77 76.454128
79 70 57.026755
95 26 81.500360
30 17 82.904183
1 76 55.408874
66 60 62.676513
72 35 63.629705
33 30 75.317645
8 61 71.494608
71 12 70.974268
47 68 66.737475
30 66 94.231960
67 16 89.684075
71 9 81.775110
17 10 76.824123
52 91 99.402437
20 57 75.846621
55 47 77.400849
82 24 97.963720
52 7 87.439207
48 38 79.570337
43 7 63.051267
31 37 69.960202
39 25 83.072183
23 51 54.096595
93 45 65.938649
17 23 85.666919
23 16 73.862503
58 11 81.609800
12 9 65.037090
41 55 94.597838
58 71 58.063928
56 47 72.063844
5 21 76.098198
10 48 90.968111
74 7 77.472718
63 40 88.774711
29 3 54.597816
64 21 52.790363
49 53 60.269319
36 90 75.572085
63 68 69.527839
17 47 54.501279
90 78 65.256160
69 4 51.302949
55 51 81.325403
73 33 64.658597
56 49 77.149570
46 31 58.726251
83 44 62.622317
4 57 64.588777
17 62 88.296589
28 81 75.673584
46 49 84.548979
93 5 71.368771
49 42 79.770179
88 51 50.487628
40 31 57.035690
51 67 53.632682
51 47 82.097428
40 22 72.072779
84 41 98.230520
92 39 90.161356
36 53 94.136624
14 67 74.328718
17 8 81.129468
86 39 71.609342
6 96 63.103429
38 68 85.727284
83 45 74.399705
91 94 73.372748
72 71 61.299368
64 31 93.927544
37 69 77.874028
56 83 76.555528
71 10 95.230493
74 10 59.199430
34 4 91.214125
83 58 72.380063
47 88 67.925682
52 43 53.836441
85 20 86.968841
4 44 56.222270
54 46 79.510025
88 72 71.517820
14 4 77.591041
77 21 59.280205
78 36 72.005448
80 64 84.626731
81 67 62.912886
53 72 54.102876
15 62 56.699510
89 24 61.143406
96 42 94.264233
17 12 50.836134
22 5 85.472125
42 6 75.393701
63 26 72.445476
56 66 98.575554
63 44 61.120985
90 68 96.845182
8 73 71.948302
34 64 72.420353
38 52 90.772726
26 93 99.822330
12 44 98.975881
70 42 86.003219
74 33 59.021760
74 25 90.190006
82 13 58.383282
38 6 76.947441
56 20 94.026447
89 17 95.352122
61 31 83.169712
49 55 73.536473
20 21 66.869942
98 8 60.760753
17 2 82.816678
0 53 88.875390
90 27 95.387484
64 3 95.729564
51 19 92.978266
85 10 52.086994
61 92 56.872970
29 71 87.242499
82 82 52.923129
82 60 92.345095
66 59 62.636200
14 73 75.368605
50 51 90.920649
20 10 73.757184
60 93 72.213786
39 98 62.868951
27 12 96.177537
92 50 62.986512
77 40 62.691280
44 74 95.153418
84 51 98.989730
26 31 71.713040
54 83 85.343424
23 83 57.373012
92 76 98.660481
16 15 79.369872
84 8 52.725134
0 8 81.830193
53 91 52.906345
15 12 69.595076
75 62 92.590946
21 11 85.723022
88 96 58.470465
6 3 87.978430
34 5 81.452587
93 8 51.448731
70 80 90.065425
5 83 88.325557
72 9 88.691230
50 40 92.988553
0 47 80.670652
60 52 51.327430
76 37 68.357158
98 22 71.591301
70 13 75.084614
34 74 90.570944
37 25 84.460251
37 22 71.262151
90 34 53.557455
2 31 97.151532
1 89 66.415569
49 80 52.547186
10 10 68.864572
29 56 51.758994
43 91 59.920198
78 31 67.525053
60 70 81.128866
44 7 62.645332
25 31 99.355246
94 9 84.035210
98 84 82.240408
4 59 91.946192
1 19 69.758233
74 76 90.710873
4 54 79.924622
86 28 51.210819
13 9 92.159604
30 70 69.990047
31 45 89.536376
16 68 80.850834
37 38 62.978600
17 79 70.207028
46 22 82.178264
47 23 81.335757
4 74 91.798329
34 42 57.262878
76 99 71.906701
45 44 76.258580
96 41 78.525028
10 78 75.464157
51 29 73.410112
71 7 94.940598
49 82 78.011342
83 91 92.274684
54 84 96.699591
34 79 87.931540
23 56 59.799737
90 22 77.828457
58 64 50.576872
9 80 59.154983
87 49 61.863667
32 64 82.817280
59 48 51.101175
85 36 81.621900
90 96 73.528153
96 69 81.025798
64 60 82.832719
73 94 65.687757
8 86 51.015844
67 76 72.369096
26 40 96.538591
98 21 63.994444
80 73 92.576124
44 40 78.716855
43 86 95.330201
91 25 84.374453
67 82 85.979733
22 71 67.236902
6 97 60.633033
9 77 64.504761
36 45 92.701059
73 19 84.043145
43 68 59.445358
34 45 70.712401
5 14 76.317829
52 64 56.144950
58 90 58.643941
82 63 86.117566
14 10 83.973406
30 80 59.220813
23 22 95.272550
98 72 95.837073
94 38 92.038093
18 35 96.373725
89 14 77.458973
45 26 65.566246
51 76 77.399523
54 19 60.291692
83 70 81.254003
82 79 78.415367
25 11 82.660788
38 18 77.792594
50 58 92.409811
60 66 75.236912
52 86 56.509449
9 78 87.740012
35 26 59.611365
90 51 92.489182
11 66 54.976915
59 1 70.244398
17 72 56.993943
5 29 97.677974
96 45 54.287544
92 64 66.439301
59 88 68.390375
93 23 80.605373
68 6 72.584251
10 47 77.034316
77 92 66.722940
5 16 56.557657
38 54 86.255129
3 99 61.995489
47 86 52.394730
33 1 78.293223
15 69 58.369215
18 66 79.853704
69 83 93.859468
29 23 85.768737
52 88 90.145396
76 98 75.113471
56 7 64.184105
90 48 72.806184
16 37 52.906065
39 79 56.593916
63 92 98.043096
11 95 59.415515
84 82 94.333928
92 21 57.654461
97 38 51.904697
35 32 99.310843
35 27 77.898860
15 10 58.898639
10 93 96.988817
96 61 82.186403
10 46 75.337941
35 11 65.379192
88 19 62.791777
55 60 97.922192
67 77 92.413508
57 44 79.514716
23 15 54.479849
94 64 78.668637
58 65 91.510206
97 97 56.874579
26 48 56.961860
27 7 99.879420
44 12 86.728283
88 82 50.821328
75 37 85.648158
59 71 76.873679
36 54 75.934800
24 82 99.832262
11 52 99.679863
3 54 78.840865
44 14 56.426178
40 66 97.722959
34 88 88.256380
54 91 50.760106
10 22 55.377421
32 1 90.161076
89 93 50.070950
1 85 83.276280
55 29 99.059716
29 7 97.059766
92 78 65.462684
86 78 74.397656
81 31 62.438958
4 47 78.254460
80 76 72.319848
21 24 54.852465
48 36 57.769177
61 43 76.799696
20 65 83.521103
45 8 99.279382
62 16 83.674275
37 37 90.482962
57 51 99.158802
28 71 70.402558
4 34 91.304290
12 12 84.806960
60 41 97.276237
98 82 67.239090
44 26 84.639223
75 47 96.956100
55 28 96.079955
20 7 91.065401
58 76 94.679059
82 47 84.336335
97 21 91.825507
54 40 50.056480
48 69 74.497411
42 32 91.896457
54 47 83.332760
68 0 73.557127
92 74 88.956223
32 7 98.795443
2 73 97.954783
91 61 51.395181
11 54 77.049904
12 62 70.274631
38 34 56.247646
41 67 84.819080
89 68 97.074327
92 42 89.768749
58 87 84.098462
2 7 80.748603
37 57 80.251711
70 1 83.257265
34 34 51.151161
64 7 71.556001
0 12 68.064225
44 48 98.427398
78 93 88.795091
90 70 52.703448
48 37 95.383498
59 86 84.875046
61 65 93.768849
80 53 90.062557
19 97 69.211381
96 58 85.594356
62 68 90.119036
47 43 93.708792
32 20 77.490813
29 13 73.451796
34 12 67.265919
47 99 66.447036
48 51 72.247239
9 24 65.220702
91 95 67.842217
94 31 99.297143
63 41 85.495333
91 30 74.089863
98 93 84.116223
62 77 82.569660
30 57 63.858611
24 62 68.214685
39 61 63.318263
62 35 94.110322
92 11 51.471950
58 13 64.469424
25 45 65.666323
48 27 69.536175
24 61 62.896822
64 55 54.461415
59 77 72.239623
87 57 58.280319
4 55 89.336461
31 38 66.008472
21 31 98.342876
34 43 58.547842
49 27 51.602827
12 35 88.461912
7 43 52.256634
29 38 79.093640
55 17 61.913708
98 97 69.522552
42 17 95.540676
37 51 84.160947
66 86 84.743254
10 54 63.382892
31 15 83.458090
45 23 70.238587
22 63 87.472755
92 5 67.574313
22 0 52.808247
8 56 51.331366
69 74 85.788998
45 45 66.126510
37 94 95.441688
83 56 87.260948
94 63 80.595934
12 49 61.108012
88 76 56.797123
69 57 93.492755
61 40 65.569426
3 50 79.036746
44 30 51.773074
64 53 54.905887
81 90 95.045218
21 67 50.115950
98 96 63.453729
81 43 96.648045
41 86 88.577862
18 19 65.710363
72 24 75.741685
40 54 50.491569
89 36 85.232915
92 20 71.282361
45 77 84.652516
79 76 69.976170
5 80 84.665254
80 36 68.110606
67 2 90.214757
16 47 72.138009
24 99 85.684918
33 95 93.023004
62 34 73.469375
62 25 71.473916
74 9 59.149513
31 2 68.911063
66 15 58.734864
74 46 89.745447
95 28 80.019075
76 81 65.531988
76 5 83.238202
82 83 95.588502
46 97 94.568734
63 13 85.011276
58 18 50.494389
77 7 89.613952
8 52 85.127226
74 6 63.948118
71 21 86.261997
45 80 73.705088
90 3 79.658481
2 59 62.003682
19 98 74.196658
92 24 64.891396
52 85 83.286043
86 63 58.849174
66 34 84.867566
78 66 67.951297
45 66 76.959780
53 67 75.082322
84 88 90.089305
39 60 62.644698
78 90 68.105326
23 68 63.558680
5 7 84.118615
36 56 77.254839
84 24 82.469744
44 19 92.853479
47 58 67.000286
87 92 62.488819
4 25 58.385466
67 75 50.238488
49 90 58.077320
98 36 52.954200
31 93 85.249765
21 6 58.571709
42 18 92.568152
84 0 70.376991
61 63 72.519827
84 36 78.830149
9 81 94.082080
29 31 52.178308
88 81 90.833831
51 32 68.278737
56 35 67.069704
90 77 74.119875
80 87 77.127912
86 72 51.937270
19 50 92.071171
98 4 54.087691
62 56 77.019593
14 29 82.160477
43 36 66.732390
39 15 95.124919
14 71 95.719157
88 27 50.851004
10 37 72.379758
62 67 78.188901
38 35 93.704483
83 16 89.380044
68 46 90.677719
44 1 52.089949
81 56 89.618533
80 80 98.755040
22 14 55.044150
26 33 74.868298
37 10 57.326749
84 30 97.612302
42 59 95.245289
28 31 79.846576
46 44 76.442451
58 53 89.327369
38 96 82.024884
22 83 67.276282
19 53 57.606106
83 4 99.094589
62 44 91.396156
45 46 84.734018
50 74 51.031859
59 80 83.467328
81 87 88.821709
56 41 78.051452
91 12 65.627805
45 5 55.554099
24 19 73.176371
49 62 61.346962
44 72 56.405103
12 89 95.556129
56 97 89.535862
86 13 50.109586
44 6 84.936174
14 34 80.213582
38 1 52.199536
71 17 74.554707
94 69 78.968621
45 57 57.243685
43 19 99.423004
34 21 86.295370
20 96 54.855987
82 55 94.668294
93 84 66.141946
18 15 81.298438
84 16 83.995662
48 92 98.166831
32 68 98.574720
32 87 91.601769
24 4 97.261420
82 89 89.970876
36 59 76.335787
43 75 98.293279
50 80 73.438204
29 68 65.157496
56 56 76.344731
32 36 89.066009
69 35 70.711595
6 82 99.521102
62 30 50.412970
2 3 77.116698
98 92 95.077231
46 16 89.948833
10 13 77.226284
24 56 80.013405
11 93 70.162414
78 8 79.425820
51 77 54.568112
31 74 99.131036
52 59 86.669505
84 97 53.991116
10 73 85.426406
46 39 91.525493
2 86 98.659410
29 53 51.568352
46 84 72.823931
83 96 82.655072
97 42 99.735183
48 4 71.398650
6 29 74.256841
78 50 96.996603
87 95 61.369527
64 35 50.592628
58 7 95.289882
89 85 84.807731
50 44 65.750124
8 31 71.634613
13 59 73.873739
31 35 86.461719
98 3 71.155715
6 19 74.286710
96 11 63.578417
66 27 66.232946
