200 2333
33 42 75.409050
99 19 51.105134
12 84 64.054726
68 84 98.135700
72 31 69.518398
49 76 50.623479
64 36 92.298746
80 33 77.983149
60 77 60.479248
93 65 78.295158
59 99 79.730553
89 51 66.757639
53 61 75.281870
79 31 68.875310
32 3 90.031406
69 98 83.648506
84 73 65.725647
99 45 67.517777
58 37 55.069575
48 47 69.106438
5 93 69.401421
94 22 87.473779
65 59 69.709685
3 55 77.615098
55 75 76.405789
34 60 82.056828
75 7 84.268106
59 6 52.246305
11 85 67.946062
89 56 56.621601
99 14 78.107419
19 78 93.355112
5 69 57.726735
43 90 92.162145
19 16 91.490812
6 34 77.245133
33 75 92.785624
7 30 83.789558
20 19 55.228281
56 75 53.264872
31 62 62.084716
30 4 84.958835
85 2 70.022511
13 42 87.366587
74 28 53.834145
81 22 60.053917
17 64 71.015093
75 74 69.559792
44 66 77.571694
58 77 76.084668
79 70 88.666230
95 26 96.973115
30 17 63.558448
1 76 58.375915
66 60 74.588213
72 35 89.964237
33 30 90.432743
8 61 58.856319
71 12 92.210542
47 68 58.378806
30 66 65.477921
67 16 70.317961
71 9 51.733918
17 10 73.204656
52 91 62.480106
20 57 93.224730
55 47 50.449789
82 24 55.265730
52 7 77.014288
48 38 55.678070
43 7 58.530602
31 37 89.099004
39 25 90.636905
23 51 78.553113
93 45 76.465591
17 23 94.471050
23 16 88.607030
58 11 97.480684
12 9 64.030842
41 55 66.178724
58 71 73.565352
56 47 52.697072
5 21 63.151839
10 48 87.123800
74 7 61.072987
63 40 87.740052
29 3 77.088037
64 21 51.505730
49 53 96.596371
36 90 69.298578
63 68 59.884536
17 47 62.074291
90 78 89.616539
69 4 61.618454
55 51 85.278947
73 33 52.096645
56 49 54.843183
46 31 85.728736
83 44 57.362374
4 57 81.857471
17 62 91.406806
28 81 65.892976
46 49 70.956476
93 5 82.043711
49 42 94.446089
88 51 97.422067
40 31 76.514761
51 67 83.053118
51 47 94.902751
40 22 90.545603
84 41 99.231842
92 39 68.468103
36 53 93.242674
14 67 62.383681
17 8 55.591903
86 39 54.315662
6 96 50.123733
38 68 82.679939
83 45 55.821392
91 94 96.720103
72 71 51.978518
64 31 65.705928
37 69 58.794395
56 83 91.595057
71 10 77.324382
74 10 94.073342
34 4 93.691702
83 58 82.167565
47 88 79.802078
52 43 51.054076
85 20 64.025036
4 44 71.208883
54 46 66.947052
88 72 84.981512
14 4 53.252594
77 21 61.393141
78 36 82.403578
80 64 79.767355
81 67 94.446259
53 72 77.306329
15 62 70.312957
89 24 93.678102
96 42 95.774432
17 12 63.555632
22 5 56.061783
42 6 51.366335
63 26 67.871293
56 66 56.185515
63 44 84.046274
90 68 73.692685
8 73 52.905619
34 64 86.024792
38 52 89.398613
26 93 61.700013
12 44 77.619849
70 42 66.722995
74 33 55.773355
74 25 71.311550
82 13 98.890560
38 6 85.575433
56 20 72.365626
89 17 62.915596
61 31 56.784316
49 55 89.312679
20 21 97.897108
98 8 60.036910
17 2 50.705820
0 53 80.300686
90 27 89.804265
64 3 95.152079
51 19 57.607015
85 10 60.117222
61 92 88.830181
29 71 53.381447
82 82 73.672854
82 60 94.891963
66 59 54.747782
14 73 91.544148
50 51 51.077478
20 10 88.794056
60 93 65.236833
39 98 53.983097
27 12 74.818848
92 50 54.635446
77 40 65.683110
44 74 52.438696
84 51 71.358441
26 31 71.456466
54 83 73.750247
23 83 70.249001
92 76 57.031899
16 15 96.115873
84 8 83.164597
0 8 63.816215
53 91 85.428552
15 12 81.061705
75 62 73.853125
21 11 86.134371
88 96 61.362391
6 3 63.657390
0 191 162.572901 31.906112
0 187 137.938812 13.038405
0 185 147.549225 33.837849
0 179 140.233262 34.539832
